320.14817633,0
320.25686297,0
320.36555585,0
320.47425497,0
320.58296033,0
320.69167192,0
320.80038974,0
320.9091138,0
321.01784408,0
321.12658059,0
321.23532333,0
321.3440723,0
321.45282748,0
321.56158889,0
321.67035652,0
321.77913037,0
321.88791044,0
321.99669672,0
322.10548922,0
322.21428793,0
322.32309285,0
322.43190398,0
322.54072132,0
322.64954486,0
322.75837461,0
322.86721057,0
322.97605272,0
323.08490108,0
323.19375563,0
323.30261639,0
323.41148333,0
323.52035648,0
323.62923581,0
323.73812134,0
323.84701305,0
323.95591096,0
324.06481505,0
324.17372533,0
324.28264178,0
324.39156443,0
324.50049325,0
324.60942825,0
324.71836943,0
324.82731678,0
324.93627031,0
325.04523001,0
325.15419588,0
325.26316792,0
325.37214613,0
325.48113051,0
325.59012105,0
325.69911775,0
325.80812062,0
325.91712964,0
326.02614483,0
326.13516617,0
326.24419367,0
326.35322732,0
326.46226713,0
326.57131308,0
326.68036519,0
326.78942344,0
326.89848784,0
327.00755839,0
327.11663508,0
327.22571791,0
327.33480688,0
327.44390199,0
327.55300323,0
327.66211061,0
327.77122413,0
327.88034378,0
327.98946956,0
328.09860147,0
328.20773951,0
328.31688367,0
328.42603396,0
328.53519037,0
328.6443529,0
328.75352156,0
328.86269633,0
328.97187722,0
329.08106423,0
329.19025735,0
329.29945658,0
329.40866192,0
329.51787337,0
329.62709093,0
329.7363146,0
329.84554437,0
329.95478025,0
330.06402222,0
330.1732703,0
330.28252448,0
330.39178475,0
330.50105112,0
330.61032358,0
330.71960213,0
330.82888678,0
330.93817751,0
331.04747434,0
331.15677725,0
331.26608624,0
331.37540132,0
331.48472248,0
331.59404972,0
331.70338303,0
331.81272243,0
331.9220679,0
332.03141944,0
332.14077706,0
332.25014075,6.73125878646143E-06
332.3595105,4.06291313375323E-06
332.46888633,4.38135767666902E-06
332.57826822,7.06068417568467E-06
332.68765617,6.41281424354564E-06
332.79705019,6.41281424354564E-06
332.90645027,7.06068417568467E-06
333.01585641,8.66388773657108E-06
333.12526861,0.000009191
333.23468687,7.26932025552605E-06
333.34411118,7.48893718167487E-06
333.45354155,6.41281424354564E-06
333.56297796,6.09436970062985E-06
333.67242043,5.23786368864944E-06
333.78186895,5.55630823156523E-06
333.89132352,5.77592515771405E-06
334.00078413,5.45748061479826E-06
334.11025079,3.63466012776303E-06
334.21972349,0.000004601
334.32920223,4.38135767666902E-06
334.43868701,5.12805522557502E-06
334.54817783,6.84106724953584E-06
334.65767469,7.58776479844184E-06
334.76717758,8.23563473058087E-06
